BUENOS AIRES;B;BAHIA BLANCA;5;905003266;DI SANTO;VENEZUELA 01470;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905200289;DIAZ;25 DE MAYO 00535;CARUHE;6430
BUENOS AIRES;B;BAHIA BLANCA;5;905201687;DIRR;DR VIÑAS 00375;PUAN;8183
BUENOS AIRES;B;BAHIA BLANCA;5;905200615;DOMINGUEZ;BRASIL 00934;B BLANCA;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905202588;DR NOE YARCHO;YARCHO Y HERTZEL 00000;RIVERA;6441
BUENOS AIRES;B;BAHIA BLANCA;5;905200353;DUARTE;BELGRANO 01269;C SUAREZ;7540
BUENOS AIRES;B;BAHIA BLANCA;5;905001118;EL AGUILA;BDO DE IRIGOYEN 00111;PUNTA ALTA;8109
BUENOS AIRES;B;BAHIA BLANCA;5;905000819;EMPARANZA;EMPARANZA 00000;BONIFACIO;6439
BUENOS AIRES;B;BAHIA BLANCA;5;905002442;ENRIQUEZ;SGTO CABRAL Y REG 00000;TRES LOMAS;6409
BUENOS AIRES;B;BAHIA BLANCA;5;905202822;ESPARTILLAR;JOSE THIEL 00021;ESPARTILLA;8171
BUENOS AIRES;B;BAHIA BLANCA;5;905003389;ESPAÑOLA;SAN MARTIN 00301;BAHIA BLAN;8000
BUENOS AIRES;B;BAHIA BLANCA;5;905000561;ESPOSITO;SISCO 03505;ING WHITE;8103
BUENOS AIRES;B;BAHIA BLANCA;5;905201490;EZCURRA TIRABASSI;SAN MARTIN 00599;PUAN;8180
