provincia;ugl;c_ugl;id_farm;nombre_farmacia;direccion;localidad;cp
;CATAMARCA;24;99.016.434.005;LEDHER;PTE CASTILLO/S MAR 00000;LA CHACARI;
;CATAMARCA;24;99.016.435.002;BELEN;LAVALLE 00530;BELEN     ;
;CATAMARCA;24;99.016.439.004;AVENIDA;CATAMARCA 00000;CHUMBICHA ;
;CATAMARCA;24;99.016.442.008;CENTRAL;RIVADAVIA 00652;SAN FERNAN;
;CATAMARCA;24;99.016.443.006;IDEAL;SAN MARTIN 00650;ANDALGALA ;
;CATAMARCA;24;99.016.444.004;MARIANGELA;DIEGO CARRIZO DE F 00000;FIAMBALA  ;
CATAMARCA;CATAMARCA;24;99.016.450.001;MARIA AUXILIADORA;GDOR GALINDEZ 00410;CATAMARCA ;K4700OGD
CATAMARCA;CATAMARCA;24;99.016.456.008;RAIDEN;REPUBLICA 00634;CATAMARCA ;K4700MGF
CATAMARCA;CATAMARCA;24;99.017.999.006;VITAL;ALEM 00931;CATAMARCA ;K4700LFU
CATAMARCA;CATAMARCA;24;99.018.003.006;DEL PARQUE;AV BELGRANO 00960;CATAMARCA ;K4700NWJ
;CATAMARCA;24;99.018.164.006;SAN JOSE;25 DE MAYO 00010;SANTA MARI;
;CATAMARCA;24;99.018.167.009;HERMOSILLA;ESQUIU 00472;SANTA MARI;
;CATAMARCA;24;99.018.276.008;FARMACIA SAN MARCOS;SIN NOMBRE 00000;SAN JOSE  ;
;CATAMARCA;24;99.019.053.000;SAN CAYETANO;S/N 00000;LOS ALTOS ;
;CATAMARCA;24;99.019.061.003;ANDALGALA;NUÑEZ DEL PRADO 00117;ANDALGALA ;
CATAMARCA;CATAMARCA;24;99.019.069.006;SARMIENTO;SARMIENTO 00836;CATAMARCA ;K4700NPV
;CATAMARCA;24;99.019.126.004;BARACAT;RUTA PROVINCIAL 00000;BAÑADO OVA;
;CATAMARCA;24;99.019.193.004;CENTRAL;25 DE MAYO 00472;TINOGASTA ;
CATAMARCA;CATAMARCA;24;99.019.215.005;DEMIN;AV GUEMES 00126;CATAMARCA ;K4700ONF
;CATAMARCA;24;99.019.227.000;LAS MIL;AHUMADA Y BARROS 02014;CATAMARCA ;
;CATAMARCA;24;99.020.110.005;CATEDRAL DE RED COLO;RIVADAVIA 00626;SAN FERNAN;
;CATAMARCA;24;99.020.834.000;NUEVA FCIA. RIVADAVI;RIVADAVIA 00740;CDAD CATAM;
;CATAMARCA;24;99.021.830.007;VALLE VIEJO DE RED C;S/N 00000;VILLA DOLO;
CATAMARCA;CATAMARCA;24;99.021.899.002;UNIVERSITARIA;AV BELGRANO 00101;CATAMARCA ;K4700NQW
;CATAMARCA;24;99.023.778.006;OCAMPO;AV OCAMPO Y AHUMAD 00000;CATAMARCA ;
CATAMARCA;CATAMARCA;24;99.023.848.007;VIRGEN DEL CARMEN;SAN MARTIN 00675;CATAMARCA ;K4700NHE
CATAMARCA;CATAMARCA;24;99.024.095.004;LA ESQUINA EXPRESS;RIVADAVIA 00995;CATAMARCA ;K4700MUY
;CATAMARCA;24;99.024.256.002;MARTINA;AV 9 DE JULIO 00300;SANTA MARI;
CATAMARCA;CATAMARCA;24;99.024.336.002;FEDERAL;SAN MARTIN 00268;CATAMARCA ;K4700NGV
;CATAMARCA;24;99.024.553.002;MISERICORDIA DIVINA;AV LA CALLECITA 00000;PIEDRA BLA;
;CATAMARCA;24;99.024.636.005;SANTA MARIA;SAN MARTIN 00311;SANTA MARI;
;CATAMARCA;24;99.024.934.004;ICAÑO;SAN MARTIN 00000;ICAÑO     ;
;CATAMARCA;24;99.024.957.005;DEL ROSARIO;PADRE ESQUIU 00933;SAN ISIDRO;
CATAMARCA;CATAMARCA;24;99.025.218.001;SAN AGUSTIN;MATE DE LUNA 00298;CATAMARCA ;K4700JMD
;CATAMARCA;24;99.025.219.009;CENTRAL SH;PTE PERON 00463;TINOGASTA ;
CATAMARCA;CATAMARCA;24;99.025.220.007;SAN PABLO;GOB GALINDEZ 00622;CATAMARCA ;K4700OGP
CATAMARCA;CATAMARCA;24;99.025.222.003;SERENA;AV F FIGUEROA 00543;CATAMARCA ;K4700FUY
CATAMARCA;CATAMARCA;24;99.025.320.005;SAGRADO CORAZON DE JESUS;MATE DE LUNA 00800;CATAMARCA ;K4700JMP
SANTIAGO DEL ESTERO;CATAMARCA;24;99.025.325.004;SANTA ROSA;RUTA NAC N0 64 00000;BAÑADO DE;
;CATAMARCA;24;99.025.889.009;FARMASALUD;MITRE 00180;SANTA MARI;
CATAMARCA;CATAMARCA;24;99.025.967.003;DROGUERIA MITRE SRL;AV BELGRANO 00026;CATAMARCA ;K4700NMR
;CATAMARCA;24;99.025.968.001;SAN MARTIN;M BOTELLO Y RIVADA 00000;CATAMARCA ;
;CATAMARCA;24;99.025.969.009;9 DE JULIO DE PHARMA;REPUBLICA 00011;CDAD CATAM;
;CATAMARCA;24;99.025.991.003;DEL PASEO;CASTILLO Y 9 DE JU 00000;SANTA ROSA;
CATAMARCA;CATAMARCA;24;99.026.070.005;CHACABUCO;CHACABUCO 00647;CATAMARCA ;K4700BZQ
CATAMARCA;CATAMARCA;24;99.026.220.006;CATAMARCA;RIVADAVIA 01001;CATAMARCA;K4700MVA
;CATAMARCA;24;99.027.315.003;SANTA ISABEL;SAN MARTIN 00046;SAN ANTONI;
;CATAMARCA;24;99.029.042.001;SAN FRANCISCO;J B JUSTO Y RIO NE 00000;CATAMARCA ;
CATAMARCA;CATAMARCA;24;99.029.666.007;SAN ANDRES;AV ARTURO ILLIA 00514;CATAMARCA ;K4700ACB
CATAMARCA;CATAMARCA;24;99.029.667.005;SANTA ROSA DE LIMA;AV VIRGEN DEL VALL 00314;CATAMARCA ;K4700AXB
CATAMARCA;CATAMARCA;24;99.029.678.002;EVA PERON;SALTA 01083;CATAMARCA;K4700NCU
;CATAMARCA;24;99.030.049.003;DAVILA;RAMON CASTILLO 00150;RECREO;
;CATAMARCA;24;99.030.104.006;DEL HUAYCO;AV JOSE P JAIS 00000;ANDALGALAN;
;CATAMARCA;24;99.030.451.001;DEL JOKAVIL;F MAMERTO ESQUIU 01103;S MARIA   ;
CATAMARCA;CATAMARCA;24;99.030.986.006;FARMA LAN;VIRGEN DEL VALLE 02200;CATAMARCA ;K4700AWB
CATAMARCA;CATAMARCA;24;99.031.039.003;VIRGEN DE LUJAN;AVDA ALEM 01013;CATAMARCA ;K4700LEY
CATAMARCA;CATAMARCA;24;99.031.040.001;LA GRUTA;VIRGEN DEL VALLE 01815;CATAMARCA ;K4700ATM
CATAMARCA;CATAMARCA;24;99.031.084.009;CHANGOMAS;AV ACOSTA VILLAFAÑ 02420;CATAMARCA ;K4700KFJ
;CATAMARCA;24;99.031.177.001;LIBERTAD;LIBERTAD 00000;ANDALGALA;
;CATAMARCA;24;99.032.316.004;BARBARA;CERVIN ESQ LA TOMA 00000;CATAMARCA;
;CATAMARCA;24;99.032.317.002;DEL DIVINO NIÑO;DIEGO DE FRITES 00000;FIAMBALA;
CATAMARCA;CATAMARCA;24;99.032.719.009;MEDIPLUS III;AV ENRIQUE OCAMPO 01156;CATAMARCA;K4700QFL
;CATAMARCA;24;99.033.068.000;LOS ALTOS;LOS ALTOS 04723;LOS ALTOS;
CATAMARCA;CATAMARCA;24;99.033.153.000;MEDIPLUS II;RIVADAVIA 00715;CATAMARCA;K4700MUU
;CATAMARCA;24;99.033.326.002;SAN CAYETANO II;9 DE JULIO 00000;ALIJILAN;
CATAMARCA;CATAMARCA;24;99.033.366.008;MITRE II;VIRGEN DEL VALLE 01002;CATAMARCA;K4700AVJ
LA RIOJA;LA RIOJA;25;99.000.147.001;PLAZA;PELAGIO B LUNA 00497;LA RIOJA  ;F5300ELS
;LA RIOJA;25;99.016.458.004;AMERICANA;SAN MARTIN 00334;CDAD LA RI;
;LA RIOJA;25;99.016.459.002;NOVEL;BUENOS AIRES 00199;CAPITAL   ;
;LA RIOJA;25;99.016.463.004;AYAN;AVDA JUAN D PERON 00445;LA RIOJA  ;
;LA RIOJA;25;99.016.464.002;SAN LUIS;SANTA TERESITA 00000;VILLA UNIO;
LA RIOJA;LA RIOJA;25;99.016.465.009;VILLEGAS;CASTRO BARROS 01532;LA RIOJA  ;F5300GXF
;LA RIOJA;25;99.016.466.007;SAN NICOLAS;LA PLATA 00049;CHILECITO ;
;LA RIOJA;25;99.016.467.005;NUEVA DEL C;B MITRE Y J B GONZ 00000;CHILECITO ;
LA RIOJA;LA RIOJA;25;99.016.468.003;SUAYTER;BUENOS AIRES 00033;LA RIOJA  ;F5300AAK
;LA RIOJA;25;99.016.471.007;CRISTAL;AV BELGRANO Y QUIR 00000;CHEPES    ;
;LA RIOJA;25;99.016.474.001;NUEVA FARMACIA DEL SOL;SAN MARTIN 00000;LA RIOJA;
LA RIOJA;LA RIOJA;25;99.016.479.000;SAN CAYETANO;JOAQUIN V GONZALEZ 00298;LA RIOJA  ;F5300CTP
LA RIOJA;LA RIOJA;25;99.017.770.001;LAS SIERRAS;S NICOLAS DE BARI 00841;LA RIOJA  ;F5300OQA
;LA RIOJA;25;99.018.005.001;LUXOR;ALBERDI 00760;CAPITAL;
;LA RIOJA;25;99.018.012.007;MARIA DE LA SALUD;SAN JUAN Y ROSARIO 00000;CHEPES    ;
;LA RIOJA;25;99.018.021.008;SAN NICOLAS;BELGRANO 00599;CHEPES    ;
;LA RIOJA;25;99.018.028.003;BOTIQUIN SAN NICOLAS;S/N 00000;VILLA MAZA;
;LA RIOJA;25;99.018.030.009;SANTA ELENA;25 DE MAYO Y JOAQU 00000;AIMOGASTA ;
;LA RIOJA;25;99.018.037.004;SAN ANTONIO;PROGRESO Y ROQUE S 00000;CHEPES    ;
LA RIOJA;LA RIOJA;25;99.018.041.006;SANTA JUSTINA;AVENIDA CORDOBA 01185;LA RIOJA  ;F5300HGW
;LA RIOJA;25;99.018.043.002;SANTA MARIA;CONSTANTINO CARBEL 00550;CHAMICAL  ;
;LA RIOJA;25;99.018.844.003;LOURDES I;9 DE JULIO 00470;AIMOGASTA ;
LA RIOJA;LA RIOJA;25;99.018.861.007;MISERICORDIA;RAMIREZ DE VELAZCO 00734;LA RIOJA  ;F5300NQP
;LA RIOJA;25;99.022.463.006;NUEVA ESPERANZA;SAN NICOLAS DE BAR 00716;LA RIOJA  ;
;LA RIOJA;25;99.023.140.009;PARIS;J AMATTE Y OCAMPO 00000;CHILECITO ;
LA RIOJA;LA RIOJA;25;99.024.036.008;CHAIN;RIVADAVIA 00220;LA RIOJA  ;F5300FDX
;LA RIOJA;25;99.024.037.006;CHAMICAL;MARIANO MORENO 00000;CHAMICAL  ;
;LA RIOJA;25;99.024.265.003;SAN ANDRES;OLTA 00016;LA RIOJA  ;
LA RIOJA;LA RIOJA;25;99.027.239.005;SAN PABLO;APOSTOL SAN PABLO 01748;LA RIOJA  ;F5300NUJ
;LA RIOJA;25;99.027.240.003;BELEN;SAN NICOLAS DE BAR 00650;LA RIOJA  ;
;LA RIOJA;25;99.027.242.009;DEL CENTRO;J V GONZALEZ 00100;CHAMICAL  ;
;LA RIOJA;25;99.027.815.002;SOL 24;9 DE JULIO 00000;LA RIOJA  ;
;LA RIOJA;25;99.028.079.004;SANTA ROSA;AV RAMIREZ DE VELA 00915;LA RIOJA  ;
LA RIOJA;LA RIOJA;25;99.028.262.006;CATEDRAL;ABEL BAZAN Y BUSTO 00575;LA RIOJA  ;F5300PBW
LA RIOJA;LA RIOJA;25;99.028.603.001;WAL MART;AV ORTIZ DE OCAMPO 01127;LA RIOJA  ;F5300NDG
;LA RIOJA;25;99.028.808.006;FARMASOL I;AV PERON 00800;LA RIOJA;
;LA RIOJA;25;99.028.812.008;FARMASOL;LEANDRO N ALEM 00900;LA RIOJA  ;
LA RIOJA;LA RIOJA;25;99.028.813.006;JULIAN;CARMELO DE VALDES 00019;LA RIOJA  ;F5300KGW
LA RIOJA;LA RIOJA;25;99.028.814.004;SALEME;SAN MARTIN 00499;LA RIOJA  ;F5300FRM
LA RIOJA;LA RIOJA;25;99.028.815.001;NUEVA RIOJA SUC 1;AVDA QUIROGA 01131;LA RIOJA  ;F5300JVS
LA RIOJA;LA RIOJA;25;99.028.820.001;SANTO TOMAS;BALTAZAR JARAMILLO 00095;LA RIOJA  ;F5300CSC
;LA RIOJA;25;99.028.821.009;SAN ANDRES II;BENAVIDEZ Y CHIBC 00000;LA RIOJA  ;
;LA RIOJA;25;99.030.039.004;DEL VELAZCO;R VELAZCO Y ORURO 00000;LA RIOJA  ;
;LA RIOJA;25;99.030.040.002;HABITAT;FRANCISCO NARBONA 00945;LA RIOJA  ;
LA RIOJA;LA RIOJA;25;99.030.161.006;CASTORE;SAN NICOLAS DE BAR 00534;LA RIOJA  ;F5300AAX
;LA RIOJA;25;99.030.320.008;PANAMERICANA;VALPARAISO 00099;LA RIOJA  ;
LA RIOJA;LA RIOJA;25;99.030.442.000;EL PORTAL;AV SAN NICOLAS DE 00364;LA RIOJA;F5300OQX
LA RIOJA;LA RIOJA;25;99.030.802.005;DEL CARMEN;DALMACIO VELEZ 01006;LA RIOJA  ;F5300BJZ
;LA RIOJA;25;99.030.804.001;SEÑOR DEL MILAGRO;ESPAÑA 00550;LA RIOJA  ;
;LA RIOJA;25;99.030.805.008;SAN MARTIN;NICOLAS DE BARI 00002;LA RIOJA  ;
LA RIOJA;LA RIOJA;25;99.030.806.006;RIVADAVIA;RIVADAVIA 00396;LA RIOJA  ;F5300FDZ
;LA RIOJA;25;99.030.818.001;FARMANOR;CIRCUNV Y OCAMPO 00000;LA RIOJA;
;LA RIOJA;25;99.030.856.001;LOURDES II;S ROSA Y 20 MAYO 00000;AIMOGASTA ;
;LA RIOJA;25;99.030.870.002;MAYO;SAN NICOLAS DE BAR 00682;LA RIOJA;
LA RIOJA;LA RIOJA;25;99.030.950.002;CASTORE II;D VELEZ SARSFIELD 00902;LA RIOJA  ;F5300BKB
LA RIOJA;LA RIOJA;25;99.031.176.003;CATEDRAL II;RIVADAVIA 00602;LA RIOJA  ;F5300FEF
LA RIOJA;LA RIOJA;25;99.031.290.002;VIRGEN DE LOS REMEDIOS;H IRIGOYEN 00549;LA RIOJA;F5300CLC
;LA RIOJA;25;99.032.619.001;DEL SUR SRL;QUIROGA MARIA ELIS 00000;LA RIOJA;
LA RIOJA;LA RIOJA;25;99.032.794.002;VITAL;INDEPENDENCIA 01046;LA RIOJA;F5300DKB
;LA RIOJA;25;99.032.813.000;EMANUEL;HIPOLITO YRIGOYEN 00000;VILLA UNIO;
LA RIOJA;LA RIOJA;25;99.032.922.009;FARMA SALUD;ARTIGAS 00702;LA RIOJA;F5300EJX
LA RIOJA;LA RIOJA;25;99.032.944.003;NUEVA RIOJA;BAZAN Y BUSTOS 00242;LA RIOJA;F5300PBR
SAN LUIS;SAN LUIS;26;5.394;LAS SIERRAS;JUNIN 01133;SAN LUIS;D5700DHE
;SAN LUIS;26;5.752;CRUZ VERDE;CHACABUCO 00447;VILLA MERC;
;SAN LUIS;26;5.849;NAMUNCURA;HIPOLITO YRIGOYEN 00401;JUSTO DARA;
SAN LUIS;SAN LUIS;26;99.000.006.009;LOS ALAMOS;PRINGLES 00911;SAN LUIS  ;D5700GDY
;SAN LUIS;26;99.000.028.003;CURI;AYACUCHO E J DARAT 00000;CONCARAN;
;SAN LUIS;26;99.000.037.004;LAFINUR;BALCARCE 00175;VILLA MERC;
;SAN LUIS;26;99.000.060.006;QUINTANA;AV PTE ILLIA 00216;SAN LUIS  ;
;SAN LUIS;26;99.000.068.009;SAN CAYETANO;INDEPENDENCIA 00000;BUENA ESPE;
;SAN LUIS;26;99.000.086.001;TORRES;H IRIGOYEN Y SAN M 00000;JUSTO DARA;
;SAN LUIS;26;99.016.488.001;MARYMEN;SARMIENTO 00000;SAN FRANC;
;SAN LUIS;26;99.016.490.007;AGUILAR;PUEYRREDON 00331;VILLA MERC;
;SAN LUIS;26;99.016.493.001;ORTIZ;GENERAL PAZ 00202;VILLA MERC;
;SAN LUIS;26;99.016.495.006;LOURDES;AVDA MITRE 00654;VILLA MERC;
;SAN LUIS;26;99.016.497.002;MARIA AUXILIADORA;AV ESPAÑA 00546;SAN LUIS  ;
;SAN LUIS;26;99.016.499.008;PRINGLES;LUIS JUFRE 02160;SAN LUIS  ;
;SAN LUIS;26;99.016.504.005;MUNDET;BUENOS AIRES 00770;VILLA MERC;
;SAN LUIS;26;99.016.506.000;NAMUNCURA;H YRIGOYEN Y ALTE 00000;JUSTO DARA;
;SAN LUIS;26;99.016.508.006;GUADALUPE;25 DE MAYO 01462;VILLA MERC;
;SAN LUIS;26;99.016.509.004;EL CHORRILLO;RUTA 20 KM 7 00000;SAN LUIS  ;
SAN LUIS;SAN LUIS;26;99.016.510.002;BALCARCE;BALCARCE 00609;SAN LUIS  ;D5700KJC
;SAN LUIS;26;99.016.512.008;SAN CAYETANO;SAN CAYETANO 00546;VILLA MERC;
;SAN LUIS;26;99.016.516.009;PUNTANA SRL;AVDA PTE PERON 01567;SAN LUIS  ;
SAN LUIS;SAN LUIS;26;99.016.517.007;LA PIRAMIDE;CIUDAD DEL ROSARIO 00360;SAN LUIS  ;D5700LPJ
SAN LUIS;SAN LUIS;26;99.016.521.009;ITALIA;AV ITALIA 01771;SAN LUIS;D5700CPE
;SAN LUIS;26;99.016.524.003;JUANA KOSLAY;RUTA 20 KM 20 00000;JUANA KOSL;
;SAN LUIS;26;99.016.529.002;ROMANA SRL;AVDA MITRE 01402;VILLA MERC;
;SAN LUIS;26;99.016.532.006;AVENIDA;AV SARMIENTO 00188;SAN FRANCI;
;SAN LUIS;26;99.016.533.004;ALFA;BUENOS AIRES 00159;VILLA MERC;
;SAN LUIS;26;99.016.535.009;SENOR DE LA QUEBRADA;ARIST DEL VALLE Y 00000;SAN LUIS  ;
;SAN LUIS;26;99.016.536.007;CRUZ VERDE;CHACABUCO 00486;VILLA MERC;
;SAN LUIS;26;99.016.537.005;DEL ROSARIO;MITRE 01345;VILLA MERC;
;SAN LUIS;26;99.016.538.003;EDISON;EDISON 00374;VILLA MERC;
;SAN LUIS;26;99.016.545.008;SOL;PRINGLES 00828;VILLA MERC;
;SAN LUIS;26;99.016.546.006;ALRIC;AV DEL FUNDADOR 01295;SAN LUIS  ;
;SAN LUIS;26;99.016.549.000;SAN AGUSTIN;AV LOS ALMENDROS 00030;MERLO     ;
;SAN LUIS;26;99.016.550.008;LOS CERROS;B 116 VIV MZ 278 C 00000;SAN LUIS  ;
;SAN LUIS;26;99.017.751.001;AIMAR;RUTA 20 00000;JUANA KOSL;
SAN LUIS;SAN LUIS;26;99.017.752.009;DEL OESTE;FALUCHO 01101;SAN LUIS  ;D5700BJY
;SAN LUIS;26;99.017.753.007;LA TERMINAL;CHACABUCO 00028;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.017.759.004;FLEMING;AV RIOBAMBA 02184;SAN LUIS  ;D5700GXV
;SAN LUIS;26;99.017.760.002;NORTE;PRINGLES Y PEDERNE 00000;CONCARAN  ;
SAN LUIS;SAN LUIS;26;99.017.771.009;QUINTANA III;ITALIA 02137;SAN LUIS  ;D5700CPO
SAN LUIS;SAN LUIS;26;99.017.783.004;INTIHUASI;LAVALLE 00988;SAN LUIS  ;D5700ECB
;SAN LUIS;26;99.017.785.009;JUNIN;JUNIN ESQ GRAL PAZ 00708;SAN LUIS  ;
;SAN LUIS;26;99.017.852.007;FRANZI;BO 116 VIV MZ 267 00008;SAN LUIS;
;SAN LUIS;26;99.017.855.000;DEL PILAR;BO 134 VIV MZ 290 00033;SAN LUIS  ;
;SAN LUIS;26;99.018.218.000;GABUTTI;EL HORNERO MANZ 4 00021;SAN LUIS  ;
SAN LUIS;SAN LUIS;26;99.018.851.008;FATIMA;AVDA JUSTO DARACT 01828;SAN LUIS  ;D5700DIB
SAN LUIS;SAN LUIS;26;99.018.873.002;SANTA ANA;JUNIN 00598;SAN LUIS  ;D5700DGR
SAN LUIS;SAN LUIS;26;99.018.874.000;SAN JOSE;SARGENTO BAIGORRIA 00865;SAN LUIS;D5700IVA
;SAN LUIS;26;99.019.574.005;ALCIBAR ZAKIEL;PRINGLES 00507;QUINES    ;
;SAN LUIS;26;99.019.671.009;LOS CHACRAS;P HERNANDEZ 00000;JUANA KOSL;
SAN LUIS;SAN LUIS;26;99.019.919.002;ARGENTINA;PRINGLES 00831;SAN LUIS  ;D5700GDW
;SAN LUIS;26;99.020.074.003;SAGRADO CORAZON;H YRIGOYEN 00186;JUSTO DARA;
;SAN LUIS;26;99.020.209.005;ACCETTA;25 DE MAYO 00017;VILLA MERC;
;SAN LUIS;26;99.020.542.009;SABIN SCS;E ADARO Y AV LAFIN 00000;SAN LUIS  ;
;SAN LUIS;26;99.020.803.005;BALCARCE;BALCARCE 00700;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.021.238.003;TELLO;CAIDOS EN MALVINAS 00323;SAN LUIS  ;D5700KUQ
;SAN LUIS;26;99.021.239.001;D ALOISIO;ESTRADA 02010;SAN LUIS;
;SAN LUIS;26;99.021.241.007;BELGRANO;POTOSI 00258;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.021.243.003;SANTO DOMINGO;PEDERNERA 01033;SAN LUIS;D5700FXE
SAN LUIS;SAN LUIS;26;99.021.245.008;QUINTANA I;PRINGLES 00945;SAN LUIS  ;D5700GDY
SAN LUIS;SAN LUIS;26;99.021.246.006;CENTRAL;SAN MARTIN 00658;SAN LUIS  ;D5700IMZ
SAN LUIS;SAN LUIS;26;99.021.248.002;QUINTANA IV;RIOBAMBA 01665;SAN LUIS  ;D5700GXE
SAN LUIS;SAN LUIS;26;99.021.249.000;MULLER;MARTIN DE LOYOLA 00653;SAN LUIS  ;D5700EZM
;SAN LUIS;26;99.021.250.008;QUINTANA VI;SALV SEGADO Y SOSA 00000;SAN LUIS  ;
SAN LUIS;SAN LUIS;26;99.021.251.006;QUINTANA V;AV LAFINUR 00177;SAN LUIS  ;D5700JGS
SAN LUIS;SAN LUIS;26;99.021.252.004;MIGUEL ARCANGEL;JUAN D PERON 00355;SAN LUIS  ;D5700GJU
;SAN LUIS;26;99.021.253.002;QUINTANA VII;CAIDOS EN MALVINAS 00121;SAN LUIS  ;
SAN LUIS;SAN LUIS;26;99.021.255.007;MARIA DEL ROSARIO;SUCRE 02110;SAN LUIS  ;D5700JNJ
;SAN LUIS;26;99.021.259.009;EUROPA;EUROPA 00627;VILLA MERC;
;SAN LUIS;26;99.021.261.005;CORTEZ;BO 155 VIV MZNA 41 00011;SAN LUIS  ;
;SAN LUIS;26;99.021.529.005;DEL PUEBLO;SAN MARTIN 00616;NASCHEL;
SAN LUIS;SAN LUIS;26;99.021.622.008;AMERICANA;FALUCHO BO ATE M C 00123;SAN LUIS  ;D5700BIU
;SAN LUIS;26;99.021.641.008;SAN DIEGO;SAN MARTIN 00855;LA TOMA   ;
;SAN LUIS;26;99.021.779.006;CORDERO;AV CORDOBA 00110;TILISARAO ;
SAN LUIS;SAN LUIS;26;99.021.840.006;DE LA VIRGEN;AYACUCHO 01102;SAN LUIS  ;D5700JZD
;SAN LUIS;26;99.021.851.003;GIVANA;POETA CONTI 00380;VILLA DE M;
SAN LUIS;SAN LUIS;26;99.022.338.000;LOS ALAMOS JUNIN;JUNIN 00914;SAN LUIS  ;D5700DHB
;SAN LUIS;26;99.022.553.004;CUYO;PRESIDENTE PERON 00016;JUSTO DARA;
;SAN LUIS;26;99.022.559.001;SAN MARCOS;URQUIZA 00081;VILLA MERC;
;SAN LUIS;26;99.022.574.000;IRIBARREN;BO 148 MZA 359 CAS 00019;SAN LUIS  ;
;SAN LUIS;26;99.022.635.009;SAN LUCAS;PEDERNERA 00991;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.022.638.003;LOS ALAMOS MAIPU;MAIPU 00935;SAN LUIS  ;D5700EOK
;SAN LUIS;26;99.022.656.005;ROTTE;PRINGLES 00466;NASCHEL;
;SAN LUIS;26;99.022.696.001;SAN JOSE;BELGRANO Y PEDERNE 00000;CONCARAN  ;
;SAN LUIS;26;99.022.765.004;RIVADAVIA;9 DE JULIO 00657;STA ROSA D;
;SAN LUIS;26;99.022.769.006;LARIO;MORENO 00747;VILLA MERC;
;SAN LUIS;26;99.022.825.006;ESTACION;AVIADOR ORIGONE 00493;VILLA MERC;
;SAN LUIS;26;99.022.832.002;QUINTANA DE LA VILLA;BALCARCE 01023;VILLA MERC;
;SAN LUIS;26;99.023.852.009;DIVINO NIÑO;BV C GARCIA MZ 28 00001;LA PUNTA  ;
;SAN LUIS;26;99.023.858.006;ADRIANA SANTAPAU;HIPOLITO IRIGOYEN 00552;VILLA MERC;
;SAN LUIS;26;99.024.426.001;SAN FRANCISCO DE ASIS;AV BELGRANO 00310;LA TOMA   ;
;SAN LUIS;26;99.024.432.009;FARMATEL;SAN MARTIN 00000;CARPINTERI;
;SAN LUIS;26;99.024.610.000;MONSERRAT;HIPOLITO YRIGOYEN 00511;JUSTO DARA;
;SAN LUIS;26;99.024.694.004;GUZMAN;AV WUST 00455;UNION;
;SAN LUIS;26;99.024.861.009;LOS ALAMOS DEL TRAPICHE;RUTA 9 Y LEON GUIL 00000;EL TRAPICH;
;SAN LUIS;26;99.024.998.009;LA BOTICA;BO JARDIN DEL SUR 06047;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.025.051.006;LOS ALAMOS SAN MARTIN;SAN MARTIN 00502;SAN LUIS  ;D5700IMX
;SAN LUIS;26;99.025.070.006;QUINTANA DEL CENTRO;LAVALLE 00424;VILLA MERC;
;SAN LUIS;26;99.025.080.005;SAGRADA FAMILIA;PEDERNERA 00350;VILLA MERC;
;SAN LUIS;26;99.025.244.007;DEL PUEBLO;PRINGLES Y 9 DE JU 00000;SAN MARTIN;
SAN LUIS;SAN LUIS;26;99.025.245.004;CRISTO REY II;CENTENARIO ESTE 00580;SAN LUIS;D5700IID
SAN LUIS;SAN LUIS;26;99.025.247.000;SANTA RITA;AV JULIO A ROCA 00660;SAN LUIS  ;D5700JEL
SAN LUIS;SAN LUIS;26;99.025.353.006;VIDA SANA;BOLIVAR 00401;SAN LUIS;D5700KPY
;SAN LUIS;26;99.025.354.004;LUJAN II;BO LA RIBERA MZ 07147;VILLA MERC;
;SAN LUIS;26;99.025.717.002;JARDIN DEL SUR;GUADAGNINI 01922;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.025.736.002;NACIONAL;MARTIN DE LOYOLA 00279;SAN LUIS  ;D5700EYM
;SAN LUIS;26;99.025.737.000;SAN NICOLAS;BO 164 VIV MZ 456 00027;SAN LUIS  ;
;SAN LUIS;26;99.026.005.001;ROCA;AV MITRE 00600;VILLA MERC;
;SAN LUIS;26;99.026.134.009;LAZARO;AV ANTONIO DASSA 00550;UNION     ;
;SAN LUIS;26;99.027.600.008;AIKEN;AV NORTE 01625;MERLO     ;
SAN LUIS;SAN LUIS;26;99.027.659.004;SARMIENTO;SARMIENTO 00606;SAN LUIS;D5700JJV
;SAN LUIS;26;99.027.736.000;SAGRADA FAMILIA CENTRAL;AV MITRE 00654;VILLA MERC;
SAN LUIS;SAN LUIS;26;99.027.835.000;LOS ALAMOS BOLIVAR;BOLIVAR 01259;SAN LUIS  ;D5700KQU
;SAN LUIS;26;99.028.147.009;WAL MART ARGENTINA;AV DEL FUNDADOR 01450;SAN LUIS  ;
SAN LUIS;SAN LUIS;26;99.028.362.004;FARMACITY 91 - SUC SAN LUIS;JUNIN 00952;SAN LUIS  ;D5700DHB
;SAN LUIS;26;99.028.399.006;NGUYEN;B FELIX BOGADO MZ 00002;SAN LUIS  ;
;SAN LUIS;26;99.028.550.004;PARAVATI;AV DEL SOL Y C PEL 00000;MERLO     ;
