provincia;ugl;c_ugl;id_farm;nombre_farmacia;direccion;localidad;cp
;TUCUMAN;1;99.024.575.005;CELESTE;LAVALLE 02803;S M DE TUC;
TUCUMAN;TUCUMAN;1;99.024.576.003;SAN MARTIN DE PORRES;SAN MARTIN 00633;AGUILARES ;T4152ALQ
;TUCUMAN;1;99.024.617.005;SANTA INES;AV BRIGIDO TERAN 00273;S M DE TUC;
TUCUMAN;TUCUMAN;1;99.024.618.003;MARTINEZ;ALMIRANTE BROWN 00282;LULES     ;T4128AQN
TUCUMAN;TUCUMAN;1;99.024.619.001;SAN FRANCISCO;COLON 00246;MONTEROS  ;T4142AFH
TUCUMAN;TUCUMAN;1;99.024.641.005;VALENTINA;LAVALLE 01801;TUCUMAN   ;T4001FBN
TUCUMAN;TUCUMAN;1;99.024.663.009;NICOLAS;COLON 00147;MONTEROS  ;T4142AFE
TUCUMAN;TUCUMAN;1;99.024.684.005;LAVALLE;LAVALLE 01731;TUCUMAN   ;T4001FBL
TUCUMAN;TUCUMAN;1;99.024.705.008;LOS ALISOS;LAPRIDA 00185;FAMAILLA  ;T4132AHM
;TUCUMAN;1;99.024.706.006;LA PAZ;SAN LORENZO 00999;S M DE TUC;
TUCUMAN;TUCUMAN;1;99.024.707.004;PORTAL DEL CERRO;AV SOLANO VERA 00207;YERBA BUEN;T4107BKE
;TUCUMAN;1;99.024.727.002;EL CONDOR;ERNESTO PADILLA 00000;TAFI DEL V;
;TUCUMAN;1;99.024.729.008;LIONEL;URUGUAY 01385;S M DE TUC;
;TUCUMAN;1;99.024.730.006;LOS RALOS;MENDOZA D CASA 00007;LOS RALOS ;
;TUCUMAN;1;99.024.731.004;AUTOPISTA;MENZOZA A CASA 00001;S M DE TUC;
;TUCUMAN;1;99.024.732.002;CAROLA;SANTIAGO DEL ESTER 01602;S M DE TUC;
TUCUMAN;TUCUMAN;1;99.024.734.008;NUESTRA SEÑORA DEL CARMEN;AV MITRE 00576;AGUILARES ;T4152AAT
TUCUMAN;TUCUMAN;1;99.024.899.009;NUEVA DIZA;AYACUCHO 02500;TUCUMAN   ;T4000NER
TUCUMAN;TUCUMAN;1;99.025.089.006;LA NUEVA MAGISTRAL;CONGRESO 00801;TAFI VIEJO;T4103BLI
;TUCUMAN;1;99.025.279.003;BLASCE SRL;CALLE 5 ENTRE 2 Y4 00000;MARIANO MO;
;TUCUMAN;1;99.025.281.009;LUZ;LAS HERAS 00382;BANDA DEL;
TUCUMAN;TUCUMAN;1;99.025.282.007;MABEL;MATHEU 00152;TUCUMAN   ;T4001HBG
;TUCUMAN;1;99.025.283.005;NUESTRA SEÑORA DE LO;LAS HERAS 00000;SAN PEDRO ;
;TUCUMAN;1;99.025.284.003;SAN JERONIMO;MZ H CASA 13 SECTO 00001;LAS TALITA;
TUCUMAN;TUCUMAN;1;99.025.301.005;MONTEAGUDO;MONTEAGUDO 00644;TUCUMAN;T4001HSM
TUCUMAN;TUCUMAN;1;99.025.317.001;SAN JUDAS TADEO;SANTIAGO DEL ESTER 00943;TUCUMAN   ;T4000IDM
;TUCUMAN;1;99.025.383.003;TACO RALO;BV NORTE Y BS AS 00000;TACO RALO ;
;TUCUMAN;1;99.025.384.001;ANGAR;AV RIVADAVIA 01289;ALDERETES ;
TUCUMAN;TUCUMAN;1;99.025.389.000;CONTINENTAL;SAN MARTIN 00285;TUCUMAN   ;T4000HRE
TUCUMAN;TUCUMAN;1;99.025.443.005;DE JESUS EMANUEL;RUFINO COSSIO 01373;TUCUMAN;T4000GQA
;TUCUMAN;1;99.025.444.003;DEL PUEBLO DE RANCHILLOS;24 DE SEPTIEMBRE 00000;RANCHILLOS;
TUCUMAN;TUCUMAN;1;99.025.741.002;PARIS SFT;BALCARCE 00473;TUCUMAN   ;T4000NIY
;TUCUMAN;1;99.025.896.004;SAN ANTONIO;JURAMENTO 00632;TUCUMAN   ;
;TUCUMAN;1;99.025.905.003;DEL SOL;LA RIOJA 00500;TAFI VIEJO;
TUCUMAN;TUCUMAN;1;99.025.908.007;DEL ESTERO;AV MATE DE LUNA 03798;TUCUMAN;T4000LWN
TUCUMAN;TUCUMAN;1;99.025.911.001;DEL VALLE;AV SOLANO VERA 00175;YERBA BUEN;T4107BKC
TUCUMAN;TUCUMAN;1;99.026.106.007;PUEYRREDON;PUEYRREDON 02062;TUCUMAN   ;T4000FPH
;TUCUMAN;1;99.026.124.000;FARMASERVIS;AV SAN MARTIN 00162;BANDA DEL ;
;TUCUMAN;1;99.026.228.009;DEL ESTE;AV RIVADAVIA 01300;ALDERETES ;
TUCUMAN;TUCUMAN;1;99.026.807.000;SAN LUCAS;SAN MARTIN 01523;CONCEPCION;T4146BBW
;TUCUMAN;1;99.026.815.003;MANUELA;AV SAN MARTIN 00595;RANCHILLOS;
TUCUMAN;TUCUMAN;1;99.027.140.005;SAN MARTIN;SAN MARTIN 00319;LULES     ;T4128ARW
TUCUMAN;TUCUMAN;1;99.027.245.002;DIVINO NIÑO;SAN MARTIN 02751;CONCEPCION;T4146BMA
TUCUMAN;TUCUMAN;1;99.027.247.008;EL NOGAL;AV MITRE 00448;TUCUMAN   ;T4000LYD
TUCUMAN;TUCUMAN;1;99.027.515.008;ARGENTINA;COLON 00099;CONCEPCION;T4146BZM
;TUCUMAN;1;99.027.516.006;RAMIS;AV JUAN CALCHAQUI 00417;TAFI DEL V;
TUCUMAN;TUCUMAN;1;99.027.541.004;MARIELA;VIAMONTE 02349;TUCUMAN   ;T4000KBO
TUCUMAN;TUCUMAN;1;99.027.550.005;COLUMA;DON BOSCO 02781;TUCUMAN   ;T4000SVP
TUCUMAN;TUCUMAN;1;99.027.618.000;SAN EXPEDITO;OBISPO COLOMBRES 02373;CONCEPCION;T4146DSG
TUCUMAN;TUCUMAN;1;99.027.691.007;SAN SEBASTIAN;LAPRIDA 00582;TAFI VIEJO;T4103BUF
;TUCUMAN;1;99.027.758.004;GALE;AV SANTO CRISTO 00050;BANDA DEL ;
TUCUMAN;TUCUMAN;1;99.027.781.006;USHUAIA;COLOMBIA 02998;TUCUMAN   ;T4000QPU
;TUCUMAN;1;99.027.836.008;MARGARITA;LAPRIDA 00613;S M DE TUC;
TUCUMAN;TUCUMAN;1;99.027.844.002;PEVISA;AV MATE DE LUNA 04089;TUCUMAN;T4000LWS
TUCUMAN;TUCUMAN;1;99.028.202.002;CATEDRAL IV;CORDOBA 00613;TUCUMAN   ;T4000RAB
;TUCUMAN;1;99.028.210.005;ITALIANA;VICENTE LOPEZ Y PL 00431;CONCEPCION;
;TUCUMAN;1;99.028.217.000;EL MOLLAR;PLAZA PRUNCIPAL 00000;EL MOLLAR ;
TUCUMAN;TUCUMAN;1;99.028.434.001;COLON;COLON 00345;MONTEROS;T4142AFI
;TUCUMAN;1;99.028.485.003;PLAZOLETA SUR;LAVALLE 02770;S M DE TUC;
TUCUMAN;TUCUMAN;1;99.029.271.006;LAS MARIAS;LAVALLE 01070;TUCUMAN   ;T4001FAS
TUCUMAN;TUCUMAN;1;99.029.273.002;AVELLANEDA NORTE;SARMIENTO 00199;TUCUMAN   ;T4000MNU
;TUCUMAN;1;99.029.290.006;ELI SA;CONSTITUCION Y PJE 00000;TUCUMAN   ;
;TUCUMAN;1;99.029.298.009;SAN ANDRES;AV ROLON 01140;S M DE TUC;
;TUCUMAN;1;99.029.333.004;GIRASOLES;EL PORTAL DE SAN P 00000;SAN PABLO;
TUCUMAN;TUCUMAN;1;99.029.492.008;LA BOTICA;CARIOLA CTRO COMER 00042;YERBA BUEN;T4107BVN
TUCUMAN;TUCUMAN;1;99.029.619.006;SAN MARTIN;JUAN BAUTISTA ALBE 02395;AGUILARES ;T4152CCA
TUCUMAN;TUCUMAN;1;99.029.682.004;YURIKO;AV ADOLFO DE LA VE 00095;TUCUMAN   ;T4001HFN
TUCUMAN;TUCUMAN;1;99.029.685.007;PRINCIPAL;ECHEVERRIA 00394;TUCUMAN   ;T4000TWK
TUCUMAN;TUCUMAN;1;99.029.791.003;MATHEU;MATHEU 00402;TUCUMAN   ;T4001HBM
TUCUMAN;TUCUMAN;1;99.029.820.000;DEL PUEBLO BELGRANO;AV BELGRANO 02847;TUCUMAN   ;T4000BYI
TUCUMAN;TUCUMAN;1;99.029.858.000;ATENEA;FEDERICO HELGUERA 02063;TUCUMAN   ;T4001CAL
TUCUMAN;TUCUMAN;1;99.029.867.001;SANTO TOMAS;URUGUAY 00454;TUCUMAN   ;T4000JQD
TUCUMAN;TUCUMAN;1;99.030.015.004;MAGDALENA;MAIPU 02440;TUCUMAN   ;T4001GIM
;TUCUMAN;1;99.030.016.002;SILVA;25 DE MAYO Y BELG 00000;SIMOCA    ;
TUCUMAN;TUCUMAN;1;99.030.017.000;MARIA;SAN MARTIN 00933;TUCUMAN   ;T4000HRS
TUCUMAN;TUCUMAN;1;99.030.238.002;PIEDRABUENA;ALVAREZ CONDARCO 00960;TUCUMAN   ;T4000RMO
TUCUMAN;TUCUMAN;1;99.030.239.000;POR LA VIDA;AV ROCA 03323;TUCUMAN   ;T4000MDS
TUCUMAN;TUCUMAN;1;99.030.240.008;POR LA VIDA II;AV INDEPENDENCIA 04213;TUCUMAN   ;T4000LJK
TUCUMAN;TUCUMAN;1;99.030.241.006;SELECTA;AV BELGRANO 03901;TUCUMAN   ;T4000CGI
TUCUMAN;TUCUMAN;1;99.030.309.001;BULNES;CHILE 03192;TUCUMAN   ;T4000QDT
TUCUMAN;TUCUMAN;1;99.030.310.009;PLAZOLETA OESTE;AV E DEL NORTE 00505;TUCUMAN   ;T4000KLU
TUCUMAN;TUCUMAN;1;99.030.487.005;SANTO TOMAS;VILLAROEL 00740;AGUILARES ;T4152AJB
TUCUMAN;TUCUMAN;1;99.030.488.003;LOS LIRIOS;AV INDEPENDENCIA 03087;TUCUMAN   ;T4000LIA
TUCUMAN;TUCUMAN;1;99.030.514.006;FARMACIA LIMA;AV ACONQUIJA 00947;YERBA BUEN;T4107DYD
TUCUMAN;TUCUMAN;1;99.030.574.000;FARMACIA SAN GABRIEL;BELGRANO 00499;TAFI VIEJO;T4103BDU
TUCUMAN;TUCUMAN;1;99.030.575.007;ROCIO;MORENO 00500;YERBA BUE ;T4107EEI
TUCUMAN;TUCUMAN;1;99.030.644.001;PLAZOLETA ESQUINA NORTE;JUAN B JUSTO 00949;TUCUMAN   ;T4000LLG
;TUCUMAN;1;99.030.646.006;DEL NORTE;MAIPU 00601;S M DE TUC;
TUCUMAN;TUCUMAN;1;99.030.686.002;AMERICA III;LAS PIEDRAS 00441;TUCUMAN   ;T4001ERX
;TUCUMAN;1;99.030.741.005;FARMACIA GUADALUPE;AV HIPOLITO IRIGOY 00202;TRONCOS;
TUCUMAN;TUCUMAN;1;99.030.766.002;PHARMAKON;MONTEAGUDO 00747;TUCUMAN   ;T4001HSP
;TUCUMAN;1;99.030.794.004;SAGITARIO II;ECASTELAR Y SUIPAC 00000;TUCUMAN   ;
;TUCUMAN;1;99.030.816.005;WAL MART;CAMINO DEL PERU 00950;TUCUMAN   ;
TUCUMAN;TUCUMAN;1;99.030.840.005;FLORIDA;FLORIDA 00602;TUCUMAN   ;T4001ANM
;TUCUMAN;1;99.030.976.007;CRISTO REY;ACONQUIJA 00810;YERBABUENA;
TUCUMAN;TUCUMAN;1;99.030.982.005;FARMASTOCK;AV SALTA 00167;TUCUMAN   ;T4000HIW
;TUCUMAN;1;99.031.067.004;MALPES;SAN MARTIN 00517;LA COCHA  ;
TUCUMAN;TUCUMAN;1;99.031.130.000;DEL PUEBLO AVELLANEDA;AV AVELLANEDA 00268;TUCUMAN   ;T4000ASX
TUCUMAN;TUCUMAN;1;99.031.197.009;BELEN;AV JUAN B JUSTO 02248;TUCUMAN   ;T4000LMX
;TUCUMAN;1;99.031.213.004;CHANGOMAS;SAN MARTIN Y GUATE 00000;BANDA DEL ;
;TUCUMAN;1;99.031.362.009;DE LA VIRGEN MARIA;MIRADOR DE VIRGEN 00015;YERBA BUEN;
TUCUMAN;TUCUMAN;1;99.031.390.000;NUEVA GENOVA;LEANDRO ARAOZ 00041;MONTEROS  ;T4142BYA
TUCUMAN;TUCUMAN;1;99.031.447.008;SANTA RITA III;CALLE 25 Y 18 00000;LAS TALITA;T4101BOB
TUCUMAN;TUCUMAN;1;99.031.448.006;SANTA FE;SANTA FE 00302;TUCUMAN   ;T4000HYT
TUCUMAN;TUCUMAN;1;99.031.475.009;DEL PUEBLO CORDOBA;CORDOBA 00652;TUCUMAN   ;T4000RAC
TUCUMAN;TUCUMAN;1;99.031.529.003;DEL CERRO;COLOMBIA 03476;TUCUMAN;T4000QQI
TUCUMAN;TUCUMAN;1;99.031.532.007;MAGALI;AV BELGRANO 02448;TUCUMAN;T4000BUZ
TUCUMAN;TUCUMAN;1;99.031.533.005;DE LA ROSA SUR;SARGENTO CABRAL 00181;TUCUMAN   ;T4000III
;TUCUMAN;1;99.031.541.008;PLAZOLETA YERBA BUENA;AV ACONQUIJA 02099;TUCUMAN   ;
;TUCUMAN;1;99.031.631.007;9 DE JULIO;9 DE JULIO 00310;SIMOCA;
TUCUMAN;TUCUMAN;1;99.031.641.006;DE LA PLAZA;SAN MARTIN 00231;TAFI VIEJO;T4103CHI
TUCUMAN;TUCUMAN;1;99.031.645.007;ALELI;LAS HERAS 00702;TUCUMAN;T4001EPC
;TUCUMAN;1;99.031.709.001;DEL OESTE;AVENIDA AMERICA 00038;S M DE TUC;
;TUCUMAN;1;99.031.910.005;24 HORAS NORTE;PTE PERON 00780;TAFI VIEJO;
;TUCUMAN;1;99.032.069.009;BROAL;AV LIBERTADOR 00111;SANTA LUCI;
TUCUMAN;TUCUMAN;1;99.032.077.002;CENTRAL;9 DE JULIO 00258;LULES;T4128AZX
TUCUMAN;TUCUMAN;1;99.032.182.000;MALAGA;AV SARMIENTO 87 L 00003;TUCUMAN;T4000MNQ
TUCUMAN;TUCUMAN;1;99.032.272.009;SAN JUAN;SGO DEL ESTERO 01022;TUCUMAN;T4000IDP
TUCUMAN;TUCUMAN;1;99.032.386.007;ANNA;COLOMBIA 03997;TUCUMAN;T4000QQV
;TUCUMAN;1;99.032.468.003;FATIMA;PTE PERON 00000;LAMADRID;
;TUCUMAN;1;99.032.567.002;LOMAS;SECTOR X MZ 11 00000;LOMAS DE T;
TUCUMAN;TUCUMAN;1;99.032.618.003;MOLINA;MENDOZA 00795;TUCUMAN;T4001HFP
TUCUMAN;TUCUMAN;1;99.032.635.007;CHANGO MAS TUCUMAN;AV JUJUY 02775;TUCUMAN;T4001DWL
;TUCUMAN;1;99.032.658.009;MARIA II;FINCA 00000;CRUZ ALTA;
TUCUMAN;TUCUMAN;1;99.032.703.003;TRIBUNALERS;9 DE JULIO 00519;TUCUMAN;T4000OBC
TUCUMAN;TUCUMAN;1;99.032.733.000;REPUBLICA;CONGRESO 00584;TUCUMAN;T4000QSO
;TUCUMAN;1;99.032.765.002;TAFI;LOMAS DE TAFI S XV 00031;TAFI VIEJO;
;TUCUMAN;1;99.032.772.008;DE LA ROSA ESTE;CAMINO DEL CARMEN 00000;LASTENIA;
TUCUMAN;TUCUMAN;1;99.032.823.009;SANTA MARIA;AV LAS AMERICAS 00300;TUCUMAN;T4001JHT
TUCUMAN;TUCUMAN;1;99.032.868.004;DEL PUEBLO BARRIO NORTE;RIVADAVIA 00600;TUCUMAN;T4000GCB
TUCUMAN;TUCUMAN;1;99.032.869.002;DEL PUEBLO 9 DE JULIO;9 DE JULIO 00009;TUCUMAN;T4000OAQ
;TUCUMAN;1;99.032.990.006;TODOFARMA;CASTRO BARROS 00480;TUCUMAN;
TUCUMAN;TUCUMAN;1;99.033.020.001;SAN PEDRO;25 DE MAYO 00131;CONCEPCION;T4146AYG
TUCUMAN;TUCUMAN;1;99.033.158.009;SAN BENITO;DOMINGO FRENCH 00581;AGUILARES;T4152AII
TUCUMAN;TUCUMAN;1;99.033.159.007;SAN CAMILO DE LELIS;24 DE SETIEMBRE 01473;CONCEPCION;T4146BVG
TUCUMAN;TUCUMAN;1;99.033.190.002;NUEVA ERA;PASAJE CATAMARCA 01996;TUCUMAN;T4000PPF
;TUCUMAN;1;99.033.249.006;FARMACENTER;AV MATE DE LUNA 02850;SAN MIGUEL;
;TUCUMAN;1;99.033.320.005;BELGRANO;SIN NOMBRE 00000;VILLA BELG;
TUCUMAN;TUCUMAN;1;99.033.327.000;DEL PUEBLO DEL SOLAR;ANZORENA 00061;YERBA BUEN;T4107CKF
TUCUMAN;TUCUMAN;1;99.033.330.004;DEL PUEBLO LOS TRONCOS;AV ACONQUIJA 01812;YERBA BUEN;T4107EBE
;TUCUMAN;1;99.033.340.003;DEL PILAR;DON BOSCO 00943;LULES;
TUCUMAN;TUCUMAN;1;99.033.359.003;BETI S H;SAN MARTIN 01289;CONCEPCION;T4146AZI
;TUCUMAN;1;99.033.576.002;LA BOTICA;DIEGO DE VILLARROE 00256;FAMAILLA;
TUCUMAN;TUCUMAN;1;99.033.584.006;9 DE JULIO;AV SARMIENTO 01471;AGUILARES;T4152AHS
TUCUMAN;TUCUMAN;1;99.033.592.009;PLAZOLETA BELGRANO;AV BELGRANO 01625;TUCUMAN;T4000BLE
TUCUMAN;TUCUMAN;1;99.033.609.001;CRUZ VERDE;SAN JUAN 00598;TUCUMAN;T4001DLY
TUCUMAN;TUCUMAN;1;99.033.610.009;MILUNO;AV EJTO DEL NORTE 01001;TUCUMAN;T4000KNW
;CORRIENTES;2;5.446;SAGRADO CORAZON;SAN MARTIN 00831;MBURUCUYA;
;CORRIENTES;2;5.493;LA TERMINAL;AV MAIPU 02460;CORRIENTES;
;CORRIENTES;2;5.716;BOTIQUIN BERON DE ASTRADA;25 DE MAYO 00797;B ASTRADA;
CORRIENTES;CORRIENTES;2;99.000.120.008;SANTA LUCIA SCS;JUNIN 01298;CORRIENTES;W3400NAK
;CORRIENTES;2;99.000.680.001;KAIRUZ;SARMIENTO 00674;MERCEDES  ;
CORRIENTES;CORRIENTES;2;99.010.429.001;CORRIENTES;SANTA FE 01204;CORRIENTES;W3401COM
CORRIENTES;CORRIENTES;2;99.010.430.009;DEL PUEBLO;HIPOLITO YRIGOYEN 00021;CORRIENTES;W3401DFB
;CORRIENTES;2;99.010.431.007;DON BOSCO;MENDOZA 02270;CORRIENTES;
CORRIENTES;CORRIENTES;2;99.010.434.001;GUTNISKY;CARLOS PELLEGRINI 01310;CORRIENTES;W3400HCS
CORRIENTES;CORRIENTES;2;99.010.435.008;IDEAL;HIPOLITO YRIGOYEN 01701;CORRIENTES;W3400MET
CORRIENTES;CORRIENTES;2;99.010.436.006;YTATI;HIPOLITO YRIGOYEN 02205;CORRIENTES;W3400MFD
;CORRIENTES;2;99.010.438.002;MODERNA;SAN JUAN Y 25 DE M 00000;CORRIENTES;
CORRIENTES;CORRIENTES;2;99.010.439.000;SAN LUIS;JUNIN 00602;CORRIENTES;W3400MZY
;CORRIENTES;2;99.010.441.006;BELLA VISTA;SALTA 00773;BELLA VIST;
;CORRIENTES;2;99.010.443.002;ORDENAVIA;BERON DE ASTRADA 00863;CURUZU CUA;
;CORRIENTES;2;99.010.444.000;PASTEUR;BERON DE ASTRADA 01231;CURUZU CUA;
;CORRIENTES;2;99.010.445.007;CENTRAL;J E GOMEZ 00000;GOYA      ;
;CORRIENTES;2;99.010.446.005;NUEVA;FERRE 00566;GDOR VIRAS;
;CORRIENTES;2;99.010.449.009;SALADAS;BARTOLOME MITRE 00952;SALADAS   ;
CORRIENTES;CORRIENTES;2;99.010.453.001;ANASTASI;ENTRE RIOS 01406;CORRIENTES;W3400JNG
CORRIENTES;CORRIENTES;2;99.010.454.009;PARANA;PLACIDO MARTINEZ 01883;CORRIENTES;W3400THN
;CORRIENTES;2;99.010.456.004;ARGENTINA;BERON DE ASTRADA 00795;CURUZU CUA;
;CORRIENTES;2;99.010.457.002;BALBOA;TTE IBAÑEZ 00842;CORRIENTES;
CORRIENTES;CORRIENTES;2;99.010.458.000;SAN CAYETANO;ARMENIA 03798;CORRIENTES;W3400MRW
;CORRIENTES;2;99.010.459.008;ITATI;JUAN GARCIA COSSIO 00854;SAN ROQUE ;
;CORRIENTES;2;99.010.460.006;DE LAS MIL VIVIENDAS;AV LA PAZ Y PATAGO 00000;CORRIENTES;
CORRIENTES;CORRIENTES;2;99.010.462.002;GUEMES;MEDRANO 01615;CORRIENTES;W3400QTJ
;CORRIENTES;2;99.010.463.000;NUEVA POMPEYA SCS;GOB ANTONIO R 02897;CORRIENTES;
CORRIENTES;CORRIENTES;2;99.010.465.005;LANIN;AVENIDA P FERRE 02199;CORRIENTES;W3400BNZ
CORRIENTES;CORRIENTES;2;99.010.467.001;300 VIVIENDAS;SANTA CRUZ 01605;CORRIENTES;W3401GTN
;CORRIENTES;2;99.010.471.003;DEL ROSARIO SCS;GUTEMBERG 02250;CORRIENTES;
;CORRIENTES;2;99.010.472.001;BOTIQUIN SANTA MARIA;BELGRANO 00000;COLONIA LI;
CORRIENTES;CORRIENTES;2;99.010.473.009;LA MERCED SCS;25 DE MAYO 00707;CORRIENTES;W3400MQF
;CORRIENTES;2;99.010.475.004;CORRIENTES SCS;EL MAESTRO 00185;MONTE CASE;
;CORRIENTES;2;99.010.479.006;SANTA CLARA;SAN MARTIN 00529;MOCORETA  ;
;CORRIENTES;2;99.010.480.004;SAN MARTIN;SAN MARTIN 00703;SANTA LUCI;
;CORRIENTES;2;99.010.481.002;SAN CAYETANO;BUENOS AIRES 01657;ITUZAINGO ;
;CORRIENTES;2;99.010.484.006;SANTA CLARA;ALVEAR 00000;SALADAS   ;
;CORRIENTES;2;99.010.486.001;VIRGEN DE ITATI;RIVADAVIA 00539;SAN LUIS D;
;CORRIENTES;2;99.010.487.009;FARMALAP;PODESTA 00909;CURUZU QUA;
;CORRIENTES;2;99.010.488.007;SANTA CLARA;SALTA 00128;BELLA VIST;
;CORRIENTES;2;99.010.489.005;VICTORIA SCS;BERON DE ASTRADA 00115;MBURUCUYA ;
CORRIENTES;CORRIENTES;2;99.010.491.001;CAPITAL SCS;AV MAIPU 00249;CORRIENTES;W3401GVV
CORRIENTES;CORRIENTES;2;99.010.492.009;3 DE ABRIL;MENDOZA 01598;CORRIENTES;W3400QWG
CORRIENTES;CORRIENTES;2;99.010.493.007;PELLEGRINI SCS;PELLEGRINI 01099;CORRIENTES;W3400HCL
CORRIENTES;CORRIENTES;2;99.010.494.005;PEATONAL JUNIN SRL;JUNIN 01198;CORRIENTES;W3400NAI
CORRIENTES;CORRIENTES;2;99.010.495.002;SAN JUAN SCS;SAN JUAN 01020;CORRIENTES;W3401CFC
;CORRIENTES;2;99.010.496.000;NUEVA MAIPU;MAIPU 00595;CORRIENTES;
CORRIENTES;CORRIENTES;2;99.010.497.008;MITRE II SCS;MAIPU 01501;CORRIENTES;W3401HCD
;CORRIENTES;2;99.010.499.004;CATERINO;LAVALLE 00950;G.VIRASORO;
CORRIENTES;CORRIENTES;2;99.010.502.005;MITRE S.C.S.;J R FERNANDEZ 00097;CORRIENTES;W3400SSJ
;CORRIENTES;2;99.010.505.008;CHACABUCO;AYACUCHO 02920;CORRIENTES;
CORRIENTES;CORRIENTES;2;99.010.506.006;NUEVA SAN JOSE S.C.S;AVDA ARMENIA 04102;CORRIENTES;W3400MXS
CORRIENTES;CORRIENTES;2;99.010.507.004;DE LA TRINIDAD S.C.S.;NECOCHEA 01095;CORRIENTES;W3400RLH
;CORRIENTES;2;99.010.508.002;GALENO;J E GOMEZ/M LOZA 00000;GOYA      ;
CORRIENTES;CORRIENTES;2;99.010.509.000;DEL PUENTE S.C;AVDA ALBERDI 01921;CORRIENTES;W3400LZP
;CORRIENTES;2;99.010.511.006;MENDOZA SCS;FRAY J DE LA QUINT 01301;CORRIENTES;
;CORRIENTES;2;99.010.513.002;FERNANDEZ;BARTOLOME MITRE 00575;CORRIENTES;
CORRIENTES;CORRIENTES;2;99.010.515.007;SANTA CRUZ SCS;LA RIOJA 01010;CORRIENTES;W3400NFQ
;CORRIENTES;2;99.010.518.001;ALFA;SAN MARTIN 00000;ITA IBATE ;
;CORRIENTES;2;99.010.520.007;SANTA ANA SCS;PLACIDO MARTINEZ 00820;SANTA LUCI;
;CORRIENTES;2;99.017.748.007;CARDOZO;DESIDERIO SOSA 00524;SAN ROQUE ;
;CORRIENTES;2;99.018.053.001;BERON DE ASTRADA;BERON DE ASTRADA 00601;CURUZU CUA;
CORRIENTES;CORRIENTES;2;99.018.056.004;ACEVEDO;RIVADAVIA 01588;CORRIENTES;W3400HQU
;CORRIENTES;2;99.018.074.007;MORANDINI;ISABEL LA CATOLICA 00000;CURUZU CUA;
;CORRIENTES;2;99.018.107.005;LAGUNA SECA;332VIVSECT B CASA1 00060;CORRIENTES;
;CORRIENTES;2;99.018.427.007;BERMUDEZ;BELGRANO 00998;SAUCE;
;CORRIENTES;2;99.018.853.004;SAN JOSE;RIVADAVIA Y LIBERT 00000;MOCORETA  ;
CORRIENTES;CORRIENTES;2;99.019.462.003;SALTA S.C.S.;SALTA 01598;CORRIENTES;W3401CCI
;CORRIENTES;2;99.019.563.008;DEL PUEBLO SCS;GOMEZ 00921;GOYA      ;
CORRIENTES;CORRIENTES;2;99.020.552.008;NUEVA NORTE;CARLOS PELLEGRINI 01399;CORRIENTES;W3400HCT
CORRIENTES;CORRIENTES;2;99.020.553.006;DEL HOSPITAL S;AVDA ARTIGAS 01496;CORRIENTES;W3400NQC
;CORRIENTES;2;99.020.802.007;SAN JORGE;DOCTOR RIVAS Y SAR 00000;MERCEDES  ;
;CORRIENTES;2;99.020.833.002;SAN MATIAS;PATRICIO BERTRAN 00460;SANTO TOME;
;CORRIENTES;2;99.020.836.005;ITUZAINGO;CORRIENTES 01224;ITUZAINGO ;
;CORRIENTES;2;99.021.597.002;GOMEZ SCS;COLON 01101;PASO DE LO;
;CORRIENTES;2;99.021.598.000;ESTRELLA SCS;LOS 108 00899;PASO DE LO;
CORRIENTES;CORRIENTES;2;99.021.645.009;CATEDRAL SCS;SAN LORENZO 00910;CORRIENTES;W3401CGE
;CORRIENTES;2;99.021.677.002;COOP DE CONSUMO  FCA ITA PUC;ESPAÑA 01034;MERCEDES  ;
;CORRIENTES;2;99.021.740.008;LUIS PASTEUR;GOMEZ 00801;GOYA      ;
;CORRIENTES;2;99.021.745.007;SANTA LUCIA;DOCTOR RIVAS 01192;MERCEDES  ;
;CORRIENTES;2;99.021.774.007;FARMA SHOP;ESPAÑA 00920;MERCEDES  ;
;CORRIENTES;2;99.022.755.005;SOLIDARIA;ALVEAR 01309;MONTE CASE;
CORRIENTES;CORRIENTES;2;99.022.938.007;AVENIDA SCS;TUCUMAN 01102;GOYA      ;W3450FYS
CORRIENTES;CORRIENTES;2;99.022.944.005;DEL SHOPPING;JUNIN 00999;CORRIENTES;W3400NAF
;CORRIENTES;2;99.022.946.000;CANDELA;AV LAVALLE 02632;VIRASOLO  ;
;CORRIENTES;2;99.022.990.008;SANTA TERESITA;CENTENARIO 00547;ALVEAR    ;
CORRIENTES;CORRIENTES;2;99.023.047.006;DE LA ESQUINA;CORDOBA 01501;CORRIENTES;W3400IGF
CORRIENTES;CORRIENTES;2;99.023.048.004;SIND EMPLEADOS DE COMERCIO;9 DE JULIO 01602;CORRIENTES;W3401DNQ
;CORRIENTES;2;99.023.049.002;CATEDRAL SCS;COLON 01101;GOYA      ;
;CORRIENTES;2;99.023.131.008;SAN CAYETANO;BELGRANO 01454;PASO DE LO;
CORRIENTES;CORRIENTES;2;99.023.384.003;EL NAZARENO;25 DE MAYO 01497;CORRIENTES;W3400OVT
;CORRIENTES;2;99.023.562.004;FARMACIA BANCARIA;CORONEL LOPEZ 00655;PASO DE LO;
;CORRIENTES;2;99.023.656.004;ARPINO II;COLON 01201;PASO DE LO;
